Question,Class
What's the most extensively grown and eaten food ?,ENTY
What was the worst hurricane ?,ENTY
What 1927 silent film received an international revival in 1981 ?,ENTY
What game does Garry Kasparov play ?,ENTY
What is kept in Fort Knox that is so valuable ?,ENTY
What Stephen King novel is set in a graveyard for pets ?,ENTY
What was the sequel to The Pink Panther ?,ENTY
What was John Steinbeck's travelling companion Charley ?,ENTY
What turns blue litmus paper red ?,ENTY
What is '' the soft drink for adults '' ?,ENTY
What is the only vegetable that starts with '' z '' ?,ENTY
What is a fear of machinery ?,ENTY
What hide-and-seek game is played around a tin can ?,ENTY
What drink is the best thirst-quencher ?,ENTY
What was the longest war in U.S. history ?,ENTY
What organ contains the islands of Langerhans ?,ENTY
What is a fear of points ?,ENTY
What is the most radioactive food ?,ENTY
What did the pyramid-builders of Egypt mainly eat ?,ENTY
What's the international radio code word for the letter F ?,ENTY
What are the 28 tenses in the English language ?,ENTY
What software offers inventors use of CAD-like design ?,ENTY
What is a fear of lice ?,ENTY
What TV quiz show left the air in 1975 to the tune of Vera Lynn's We 'll Meet Again ?,ENTY
What is 55 times sweeter than cane sugar ?,ENTY
Which type of submarine was bought recently by South Korea ?,ENTY
Which sex is denied voting rights in Kuwait ?,ENTY
What is a movie that Kevin Costner made about Sioux Indians ?,ENTY
What were millions of kids wearing on their heads in 1955 ?,ENTY
What type of animal is the easiest kept pet there is ?,ENTY
What were the five opening words on Ben Casey ?,ENTY
What hair color can I use to just cover a little gray ?,ENTY
What blood sport features a movement called a veronica ?,ENTY
What was spawned the term '' MiG Alley '' ?,ENTY
What alloy do copper and tin form ?,ENTY
What plants are found in an estuary ?,ENTY
What was the name of the computer in ' 2001 : A Space Odyssey ' ?,ENTY
What kind of rocket launched the Surveyor spacecraft ?,ENTY
What did Abolitionists try to end ?,ENTY
What D.H. Lawrence novel was originally titled Tenderness ?,ENTY
What is a fear of night or darkness ?,ENTY
What snack food has ridges ?,ENTY
What's the most popular four-player game of all time ?,ENTY
What drug is often used to treat AIDS patients ?,ENTY
Which of the five senses develops first ?,ENTY
Who was the first animal into space ?,ENTY
What is the correct way to mount a roll of toilet paper ?,ENTY
What Jules Verne novel features scientists held captive in the submarine Nautilus ?,ENTY
The Jewish alphabet is called what ?,ENTY
What format was the major competition of VHS ?,ENTY
What is the world's deadliest infectious disease ?,ENTY
Which infectious disease is the world's deadliest ?,ENTY
What kind of sports team is the Buffalo Sabres ?,ENTY
What impenetrable system of French fortifications was built along the German frontier before World War II ?,ENTY
What are new computer games for Windows 95 or 98 ?,ENTY
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,ENTY
What movie did Steven Spielberg direct in 1975 ?,ENTY
What kind of creatures are the Canary Islands named for ?,ENTY
What's the singular of dice ?,ENTY
What was the first video ever made ?,ENTY
What's the favorite food of dragonflies ?,ENTY
Name the men's cologne that is associated with the sea .,ENTY
What is the first book of the Old Testament ?,ENTY
Who were John F. Kennedy's dogs ?,ENTY
What weapon did the crossed slits in English castles accommodate ?,ENTY
Name an American made motorcycle .,ENTY
What does a chef coddle eggs in ?,ENTY
What scale measures earthquakes ?,ENTY
What kind of education would you need to become an athletic trainer for the NFL ?,ENTY
What is a common anti-AIDS drug ?,ENTY
Which type of soda has the greatest amount of caffeine ?,ENTY
What color was the hundred billionth crayon made by Crayola ?,ENTY
What soft drink tells us to '' Go Hawaiian '' ?,ENTY
What is the West Virginia state animal ?,ENTY
What are some translations of the phrase '' Thank-you '' ?,ENTY
What is '' the great American family cereal '' ?,ENTY
What household products are there for adult acne ?,ENTY
What is the most expensive car in the world ?,ENTY
What was the tragedy that struck the city of Dogtown in 1899 ?,ENTY
What Leon Uris novel dealt with the Russian capture of Berlin ?,ENTY
What sport does Chris Jogis play ?,ENTY
What is a fear of robbers ?,ENTY
What Nevil Shute novel is about the doomed survivors of a nuclear war ?,ENTY
What did Warlock wear on his forehead in Marvel comics ?,ENTY
What is the softest part of the body ?,ENTY
What line divided the North and South in the U.S. Civil War ?,ENTY
What nutrients are for healthy bones and teeth ?,ENTY
What are the wolverine habits ?,ENTY
What was Jimmy Durante's theme song ?,ENTY
What delicacy is known indelicately as pickled roe ?,ENTY
What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?,ENTY
What is the collective noun for geese ?,ENTY
What was John F. Kennedy's 1960 campaign song ?,ENTY
What hymn did John Steinbeck get his title The Grapes of Wrath from ?,ENTY
What invention does the principle of conservation of energy make impossible ?,ENTY
What's the highest-ranking suit in bridge ?,ENTY
What non-mechanical sport achieves the highest speeds ?,ENTY
What daily newspaper will '' help you see clearer across the USA '' ?,ENTY
What do river otters eat ?,ENTY
What five-time winner of the Kentucky Derby lost his first 25 races ?,ENTY
What did Vasco da Gama discover ?,ENTY
What was the killer whale who died at Sea World of a fungal infection named ?,ENTY
What is state tree of Nebraska ?,ENTY
What three colors of ink are used to print a U.S. dollar bill ?,ENTY
What is the correct way to use '' may '' vs. '' might '' ?,ENTY
What does a pedometer measure ?,ENTY
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy's World ?,ENTY
What is a fear of speaking ?,ENTY
What was Hitler's favorite movie ?,ENTY
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,ENTY
What ship did Lloyd M. Bucher command ?,ENTY
Name a medicine commonly used to combat AIDS ?,ENTY
What foods contain vitamin B12 ?,ENTY
What are the first and last letters of the Greek alphabet ?,ENTY
What are some ways to help someone with Chicken Pox ?,ENTY
What is the Islamic counterpart to the Red Cross ?,ENTY
What do humans catch zoonose diseases from ?,ENTY
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,ENTY
For what disease is the drug Sinemet used as a treatment ?,ENTY
What are three ways in which wind is created on the earth ?,ENTY
What gender is not allowed to vote in Kuwait ?,ENTY
What is the name of the disease that actress Hunter Tylo's baby girl has ?,ENTY
What film did Louise Fletcher win the best actress Oscar for ?,ENTY
What Shakespeare play opens with the line : '' Now is the winter of our discontent.. . '' ?,ENTY
What type of exercise burns the most calories ?,ENTY
What is the chemical formula for napalm ?,ENTY
What are the Cleveland Indians also called ?,ENTY
What commodity's shortage was the largest single factor in keeping North American cars off the roads during World War II ?,ENTY
What are common methods used to regulate monopolies ?,ENTY
Name the Islamic counterpart to the Red Cross .,ENTY
What are the historical trials following World War II called ?,ENTY
What four elements make up 90 percent of the human body ?,ENTY
Stuart Hamblen is considered to be the first singing cowboy of which medium ?,ENTY
What is the most common cancer ?,ENTY
What is the name of a book written by Aaron Hass ?,ENTY
What TV series features the adventures of a married couple named Jonathan and Jennifer ?,ENTY
What did Esquire name Ash Hole of the Year for 1980 ?,ENTY
What's been the ruin of many a poor boy in New Orleans ?,ENTY
What cigarette is '' a whole new world '' ?,ENTY
What is the name of the song that Dracula plays on the organ ?,ENTY
What two animals are specifically mentioned as being in Noah's Ark ?,ENTY
What card game can feature dealer's choice ?,ENTY
What is a fear of failure ?,ENTY
What is the best way to travel in Japan ?,ENTY
What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?,ENTY
What condiment do the Dutch dip their French fries in ?,ENTY
Which comic strip was never turned into a Broadway musical ?,ENTY
In what war was the first submarine used ?,ENTY
Name the ship Beany and Cecil sailed .,ENTY
What are some of Australia's native flora ?,ENTY
What animal has been called The Poor Man's Cow ?,ENTY
What Morris West novel deals with Russian bishop who becomes Pope ?,ENTY
What soft drink held a national flavor poll in 1967 ?,ENTY
The Jewish alphabet is known as what ?,ENTY
What is a fear of home surroundings ?,ENTY
What Don McLean song laments the day Buddy Holly died ?,ENTY
What was the orca's name that died of a fungal infection at Sea World ?,ENTY
What colors is magenta made of ?,ENTY
Which medium is Hamblen the first singing cowboy in ?,ENTY
What is the name of Jamiroquai new album ?,ENTY
What significant battle was fought in Belgium in 1815 ?,ENTY
What 1965 film had Jack Lemmon portraying a cartoonist ?,ENTY
What's the traditional drink at the Kentucky Derby ?,ENTY
What is a fear of childbirth ?,ENTY
What species was Winnie the Pooh ?,ENTY
What does an ashen-faced eidologist search out the existence of ?,ENTY
What are the ingredients of Coca-Cola ?,ENTY
What is the world's best selling cookie ?,ENTY
What's the U.S. Navy hymn ?,ENTY
What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,ENTY
What toy can you make sleep ?,ENTY
What are some science fair projects for 8th graders ?,ENTY
What color is the eight-ball in pocket billiards ?,ENTY
What was the first ready-to-eat breakfast cereal ?,ENTY
What did Benny Carter play ?,ENTY
What shape-shifting menace did Rom come to Earth to fight ?,ENTY
Names of books by James A. Michener set in the following locations ?,ENTY
What is the only modern language that capitalizes its singular first-person pronoun ?,ENTY
What flag flies over Wake Island ?,ENTY
What Kennedy was married to Ethel ?,ENTY
What is the most famous German word in the English language ?,ENTY
What is widely used to detect birth defects ?,ENTY
What are the five basic swimming strokes ?,ENTY
What is the recipe or formula for Coca-Cola ?,ENTY
What does a man suffering from diphallic terata have ?,ENTY
What sport can a free-legged pacer compete in ?,ENTY
What are the diseases that can be cured by black cumin ?,ENTY
What fruit does the ficus produce ?,ENTY
What's the biggest-selling U.S. magazine aimed at a black audience ?,ENTY
What is the primary language of the Philippines ?,ENTY
What is the Islamic equivalent of the Red Cross ?,ENTY
What George Harrison tune sounded too much like He's So Fine by The Chiffons ?,ENTY
What is the name given to the Islamic counterpart of the Red Cross ?,ENTY
What do you call a section of your finger from one joint to another ?,ENTY
What Muhammad Ali maneuver was George Foreman the first victim of ?,ENTY
What's a Craps player called ?,ENTY
What is the name of the game that Garry Kasparov plays ?,ENTY
What Caribbean cult did Marcus Garvey originate ?,ENTY
What is the most widely cultivated plant ?,ENTY
What's the world's most common compound ?,ENTY
What kind of car did Janis Joplin ask the Lord to buy her ?,ENTY
What is the shape of a football as stated in the NFL rulebook ?,ENTY
What Shakespearean play featured Shylock ?,ENTY
Which magazine is '' fine entertainment for men '' ?,ENTY
What words in the English have two u's back to back ?,ENTY
