Class,Head,Neck_Label,PER,LOC,OBJ,TEM,NUM,WHAT,WHO,WHOM,WHOSE,WHY,WHERE,WHEN,WHICH,HOW,Root_POS
ENTY,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,1,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,1,1,0,0,0,2,4,4,5,4,5,4,5,4,VB
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,1,0,2,3,3,3,3,4,3,4,4,VBP
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,NNP
ENTY,What,ROOT,0,0,0,0,1,1,3,3,4,3,4,3,4,4,VBP
ENTY,What,ROOT,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
ENTY,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,2,4,3,4,3,VBP
ENTY,What,np,0,1,0,0,0,2,3,3,4,3,4,3,3,3,VBN
ENTY,What,np,1,0,1,1,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,1,0,0,2,3,3,4,3,4,3,4,3,VB
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,3,4,VBZ
ENTY,What,np,1,1,0,0,0,1,2,2,3,2,3,2,3,3,VBN
ENTY,What,np,1,0,0,1,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,2,2,2,3,2,2,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,1,0,0,1,0,1,2,2,3,1,3,2,3,3,VBN
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBP
ENTY,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,1,0,0,0,0,2,2,2,2,2,2,2,3,3,VBZ
ENTY,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,aux,0,0,0,0,1,1,2,2,2,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,3,3,3,3,4,3,4,4,VBZ
ENTY,What,np,0,0,1,0,0,2,3,3,4,3,4,3,3,4,VBD
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,3,VB
ENTY,Where,aux,0,0,0,0,0,5,5,5,4,5,2,4,5,5,VB
ENTY,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,np,1,0,0,0,0,1,2,2,3,2,3,2,2,3,VBD
ENTY,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,dep,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VB
ENTY,How,aux,1,0,0,0,0,4,3,3,4,3,5,4,5,1,VB
ENTY,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,np,0,0,0,0,0,2,3,3,4,2,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,2,4,4,5,4,5,4,5,4,VBD
ENTY,What,ROOT,1,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,aux,1,0,0,0,0,1,3,3,4,3,4,3,4,3,NN
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,auxpass,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBD
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,3,3,4,3,VBZ
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,2,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,3,4,VBN
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
ENTY,What,np,1,1,0,0,0,2,3,3,4,3,4,3,4,3,VBP
ENTY,What,np,1,0,0,1,0,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,aux,0,0,0,0,0,2,3,3,4,3,3,3,4,3,VB
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,3,NN
ENTY,What,np,0,0,0,0,0,2,3,3,4,2,4,3,4,4,VBN
ENTY,What,ROOT,0,0,1,0,0,2,3,3,4,2,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,2,2,3,2,3,2,3,3,VBN
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,NNS
ENTY,What,aux,1,1,0,0,0,1,3,3,4,3,4,3,4,4,VB
ENTY,What,ROOT,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,1,2,3,3,4,3,4,3,4,4,VBP
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
ENTY,What,aux,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VB
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,NNS
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,How,aux,0,0,1,0,0,3,2,2,3,3,4,3,4,0,VB
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,1,2,2,3,2,2,2,3,3,VBN
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,1,1,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,3,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,1,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBD
ENTY,What,advmod,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
ENTY,What,ROOT,0,1,0,0,1,1,3,3,4,3,4,3,4,4,VBP
ENTY,What,aux,0,0,0,0,0,2,3,3,4,3,3,3,4,4,VB
ENTY,What,ROOT,1,0,0,0,1,2,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,1,0,0,1,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,1,0,1,0,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,3,3,VBZ
ENTY,What,np,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBN
ENTY,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBP
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,2,2,3,3,VBD
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,1,0,1,0,0,1,3,3,4,3,4,3,4,3,VBD
ENTY,What,np,1,0,0,1,0,1,2,2,3,2,3,2,2,3,VBN
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,3,3,4,3,VBN
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,How,aux,0,0,1,0,1,3,3,3,4,3,4,3,3,1,VB
ENTY,What,ROOT,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,1,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,0,0,1,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,Which,np,0,1,0,0,0,3,2,2,2,3,3,3,1,3,VBD
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,2,2,2,3,1,3,2,3,3,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,1,3,2,3,3,VBZ
ENTY,Which,np,1,0,0,0,0,5,5,5,5,5,5,5,2,5,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,Which,np,0,0,0,0,0,3,3,3,3,3,3,2,1,4,VBN
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,1,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBP
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,3,3,4,3,VB
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,aux,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,nummod,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBN
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,1,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,1,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,aux,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBG
ENTY,What,np,1,0,0,0,1,1,2,2,3,2,3,2,3,3,VBN
ENTY,What,np,0,0,0,1,1,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,1,0,0,0,0,2,4,4,5,4,5,4,5,4,VB
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,1,1,0,0,0,0,2,2,3,2,3,2,3,3,NN
ENTY,What,amod,1,0,0,0,0,2,3,3,3,3,4,3,4,3,VBD
ENTY,What,np,1,0,0,1,0,2,3,3,4,3,4,3,4,3,IN
ENTY,What,ROOT,0,1,0,0,0,2,3,3,3,3,4,3,4,3,VBP
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,aux,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
ENTY,What,np,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,1,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,np,1,1,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,2,2,3,1,3,2,3,3,VBZ
ENTY,What,ROOT,1,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBP
ENTY,What,aux,1,0,0,0,0,2,3,3,4,2,4,3,4,4,NN
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,auxpass,0,1,0,0,0,2,2,2,3,2,3,2,2,3,VBN
ENTY,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBN
ENTY,Which,np,0,0,0,0,0,4,4,4,4,4,4,4,1,4,VBN
ENTY,What,ROOT,1,0,0,0,0,2,3,3,3,3,4,3,4,4,VBD
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,1,0,0,0,0,2,4,4,5,4,5,4,5,4,NNP
ENTY,What,np,0,1,0,1,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,2,4,4,5,4,5,4,5,4,VBD
ENTY,What,np,1,0,0,0,0,2,4,4,5,4,5,4,5,4,VBD
ENTY,What,ROOT,0,0,0,0,0,2,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,1,0,0,0,0,2,3,3,4,3,4,3,3,3,NNS
ENTY,What,np,0,0,0,1,0,2,3,3,4,3,4,3,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,1,3,3,4,3,4,3,4,4,VBP
ENTY,What,ROOT,1,0,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBP
ENTY,What,ROOT,1,0,0,0,1,2,4,4,5,4,5,4,5,4,VBZ
ENTY,Which,np,0,0,0,0,0,4,4,4,4,4,4,4,1,4,VBD
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBN
ENTY,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,1,3,3,4,3,4,3,4,3,VBP
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBN
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,1,1,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,2,4,4,5,4,5,4,5,4,VBZ
ENTY,What,aux,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,1,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,0,1,0,1,3,3,4,3,4,3,4,3,VBN
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VB
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,NN
ENTY,What,np,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
ENTY,What,aux,1,1,0,0,0,0,2,2,3,2,3,2,3,3,NN
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,1,0,1,0,1,2,3,3,4,3,4,3,4,3,VBP
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,nummod,1,0,0,1,1,2,3,3,4,3,4,3,4,4,VBD
ENTY,What,ROOT,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,1,0,0,0,0,2,3,3,4,3,4,3,3,4,VBD
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,2,3,3,4,3,4,3,3,3,VBZ
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,ROOT,0,0,0,0,0,2,2,2,3,1,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBN
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,1,0,2,3,3,4,3,4,3,4,4,VB
ENTY,Which,np,0,0,0,0,0,3,3,3,3,3,3,3,1,4,VBZ
ENTY,What,auxpass,1,0,0,0,0,1,2,2,2,2,3,2,3,3,VBN
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBD
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,1,0,0,0,2,2,2,3,2,3,2,3,3,VBN
ENTY,What,ROOT,0,0,1,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,1,0,0,1,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
ENTY,Which,np,0,1,0,0,0,3,3,3,3,3,3,3,0,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBP
ENTY,What,ROOT,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,1,0,0,0,0,2,3,3,3,3,4,3,4,3,VBD
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VB
ENTY,What,ROOT,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,1,0,0,2,3,3,4,3,4,3,3,3,VBD
ENTY,What,np,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBN
ENTY,What,aux,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VB
ENTY,What,np,1,0,0,0,0,2,4,4,5,4,5,4,5,4,VBN
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBP
ENTY,What,ROOT,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,3,4,VBD
ENTY,What,ROOT,0,1,0,0,1,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,1,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,1,0,0,1,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,np,0,1,0,0,0,2,4,4,5,4,5,4,5,4,VBN
ENTY,What,aux,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBN
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,0,0,0,2,3,3,4,3,4,3,3,3,VBZ
ENTY,Which,np,0,0,0,0,0,3,3,3,3,3,3,3,1,4,VBZ
ENTY,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,4,VBD
ENTY,What,np,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,1,0,0,0,0,2,3,3,4,2,4,3,4,4,VBD
ENTY,What,aux,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
ENTY,What,np,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,aux,1,0,0,1,0,1,2,2,3,2,2,2,3,3,VBP
ENTY,What,aux,0,0,1,0,0,1,2,2,2,2,3,2,3,3,VB
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,Which,np,1,0,0,0,0,3,3,3,3,3,3,3,0,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,2,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,aux,0,1,0,0,1,1,3,3,4,3,4,3,4,4,VB
ENTY,What,ROOT,1,0,0,0,1,1,3,3,4,3,4,3,4,3,VBD
ENTY,What,np,1,0,0,1,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,1,0,0,2,3,3,4,3,4,3,4,4,NN
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
